271,Troom Troom,23800000,10414479943,Howto & Style,Troom Troom,2425,United States,US,Howto,412,80,8,98052000,24500,392200,294200,4700000,100000,2015,Sep,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
351,Tasty,21100000,5783557209,Howto & Style,Tasty,4728,United States,US,Howto,1113,99,10,24691000,6200,98800,74100,1200000,nan,2016,Jan,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
366,5-Minute Crafts DIY,20700000,5091618606,Howto & Style,5-Minute Crafts DIY,5062,United States,US,Howto,1334,103,11,20012000,5000,80000,60000,960600,nan,2018,Jan,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
398,5-Minute Crafts PLAY,20100000,6119294270,Howto & Style,5-Minute Crafts PLAY,5491,United States,US,Howto,1014,108,12,105784000,26400,423100,317400,5100000,100000,2017,Oct,30,88.2,328239523,14.7,270663028,37.09024,-95.712891
566,Sandra Cires Art,16400000,3955426159,Howto & Style,Sandra Cires Art,1091,United States,US,Entertainment,1938,138,134,18028000,4500,72100,54100,865300,nan,2011,Sep,27,88.2,328239523,14.7,270663028,37.09024,-95.712891
609,jeffreestar,15900000,2609358468,Howto & Style,jeffreestar,433,United States,US,Howto,3474,142,20,2006000,502,8000,6000,96300,nan,2006,Feb,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
667,Mariale,15100000,2761547758,Howto & Style,Mariale,2618,United States,US,Entertainment,3241,150,145,11956000,3000,47800,35900,573900,nan,2010,Jan,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
762,Rosanna Pansino,14400000,4597228794,Howto & Style,Rosanna Pansino,1248,United States,US,Howto,1552,157,27,26683000,6700,106700,80000,1300000,nan,2010,Apr,8,88.2,328239523,14.7,270663028,37.09024,-95.712891
849,Wengie,13500000,1900272833,Howto & Style,Wengie,462,United States,US,Howto,5297,165,30,1335000,334,5300,4000,64100,100000,2010,Sep,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
855,ATHLEAN-X�,13400000,2319515787,Howto & Style,ATHLEAN-X�,1349,United States,US,Howto,4039,166,31,14498000,3600,58000,43500,695900,nan,2006,Dec,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
939,Blossom,12700000,4733873025,Howto & Style,Blossom,812,United States,US,Howto,1472,173,36,43868000,11000,175500,131600,2100000,100000,2017,Jun,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
956,First We Feast,12500000,2983799729,Howto & Style,First We Feast,1076,United States,US,Entertainment,2892,175,171,111252000,27800,445000,333800,5300000,200000,2014,Feb,28,88.2,328239523,14.7,270663028,37.09024,-95.712891
